,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities,Beta,Momentum,Size,ResVol
2018-11-20 00:00:00+00:00,-0.02122271967949089,-0.016058740878713878,-0.013779133373037503,-0.038196409908554774,-0.019993278796181655,-0.008268787881066636,-0.021389500305487384,-0.009477026863593195,-0.02191480568441062,-0.006463559988973153,-0.0011696990059870474,0.004455855542433573,-0.0020856090501919855,-0.0012226677912301068,-0.001908156127186567
2018-11-21 00:00:00+00:00,0.010358305637499142,0.011212967035575422,0.0025464094409878807,0.023530811049648086,0.008111402290527878,0.0026132124351756734,0.009189599073514515,0.004546773542885415,0.007640156821491365,0.005879417185177909,0.002956112844267615,0.00633091671971129,-0.0007091849168082856,-0.002940133106715394,0.002854106570328669
2018-11-23 00:00:00+00:00,-0.002334626561643015,0.001297206192722109,0.0028355130029416873,-0.034406296419484124,-0.002414613382813471,0.0016381810021371054,-0.0051950764296576,-0.0014520337685057934,-0.008884630836572672,-0.004070070687645621,0.0004889865068556569,0.001064807113182272,0.0015480737646078517,-0.0019311750469984507,-0.000988740066365598
2018-11-26 00:00:00+00:00,0.007515411303026055,0.015293369919619831,0.010427872205807574,0.019008231029518433,0.019428821927504572,0.0099872083070322,0.010019537206494625,0.00857938329010505,0.005968712461399584,0.014946003637101862,0.02450181912640848,0.008193419425061278,-0.0007946449479142453,-0.00045119644774973915,0.0029578014902118754
2018-11-27 00:00:00+00:00,0.005330282065912573,-0.0009607112610308275,0.004017205716114161,-0.0034589923470373183,-0.0012891783960413774,0.007311951555311574,-0.001856281274538259,0.002012228304786919,-0.011335508445640994,0.007156378736351175,0.007896440601561864,-0.0016171207612445874,0.002028453455746799,0.0058939731461491104,0.0010290168375389856
2018-11-28 00:00:00+00:00,0.01529742152104244,0.022096565170808075,0.012371791708850223,0.012159011514599314,0.01954543627722117,0.024652408327886392,0.02163638556205356,0.020450918988197044,0.020100371473927455,0.016731516947592225,0.012897291630837679,0.008218507869959283,0.0018682157804308854,-0.00011273674688381754,-0.0006204588245128361
2018-11-29 00:00:00+00:00,0.005194877265607005,-0.007975642094709183,-0.0007630631071287444,0.011207545629103128,-0.00603679576523396,-0.00069475791773319,-0.002474689930790699,-5.833161546898401e-05,0.005096981201696005,-0.003008994618258808,-0.008785171560803452,-0.002536217747568324,0.004344120727521682,-0.0011344718806618821,0.0020495314148269096
2018-11-30 00:00:00+00:00,-0.0017548156654171119,0.0007833437483741335,0.001680967460039851,-0.008568119192737197,0.005185628925022207,0.005372650251046894,0.010818971333475976,0.012140144652222818,0.0001134980446793202,0.008514675031146134,0.012448471865253012,-0.0004458145161527797,-0.001066484048899675,0.0021386279418780492,-0.0019686691357076735
2018-12-03 00:00:00+00:00,-0.003302757526183036,0.015998652685757293,0.014441690744807147,0.02461828502573114,0.007879809311466595,0.010410861853901955,0.005228918872289947,0.013049052946582705,0.012843407517700326,0.014517132779866285,0.02458384942388309,0.006626243156184949,-0.0009008341109491109,0.000441016974116087,0.0025512938383972566
2018-12-04 00:00:00+00:00,-0.026645402896463385,-0.03398082844309687,-0.035620550556072265,-0.026740872304362718,-0.03868278041262473,-0.026054300878062816,-0.04175348271903009,-0.02679387653997978,-0.02684385087257421,-0.029370098978043064,-0.02116106500057985,-0.012113816680767386,0.0035793914060508014,0.0010568362845388064,-0.002365551474823774
2018-12-06 00:00:00+00:00,0.005730242273901075,9.193654752827308e-05,0.002251892337534394,-0.01969150228932826,-0.009827625491204556,-0.004275330434651762,-0.004366002605100524,0.0003775047539820618,-0.014631248089819505,0.030482418066594685,0.004855156124671233,0.0016155004309101936,0.0006037074809010511,-3.8841461606963404e-05,0.0020778663323317227
2018-12-07 00:00:00+00:00,-0.016912070318344446,-0.030559500381704848,-0.022394609106747357,-0.004608998538859145,-0.020283251615626434,-0.026460462336768225,-0.024662685491137374,-0.027781034476992286,-0.02035641249742164,-0.026221737724392454,-0.013297793921960807,-0.00859850881385527,-0.0016430538484519962,-0.0020678568057610545,-0.0022606981806718193
2018-12-10 00:00:00+00:00,0.00018949435059851258,-0.0019949166551100402,-0.004937450545159901,-0.016027977357132444,-0.00534282430698584,0.004293432539575801,-0.0045338109783713875,0.010232519306670653,-0.0008834049817394499,-0.0022209906234982473,0.003923838193379228,7.338641617183143e-05,0.0038068004391559602,0.003964806174948626,0.0001632430046699497
2018-12-11 00:00:00+00:00,-0.002537331955941093,-0.0031356303910416543,0.013103546966792204,-0.0006083632750170564,-0.008453140412775772,0.0027134978540851607,-0.009961054788006424,-0.0026067053058464944,-0.004169230819465002,0.002487090747515244,0.006842827860848487,0.0015587276719417756,0.00049085372060023,0.0010692705994076036,-9.928204417151032e-05
2018-12-12 00:00:00+00:00,0.006548938867990362,0.015021404197079855,0.008167000464330202,0.008292604889330193,0.007409459865778754,0.0072687153760752285,0.0043825111197602065,0.007642201613246563,0.0037752868254947816,-0.012188651696007023,0.007261505533137743,0.006011461609477886,0.0007442615248162142,-0.0009206845594827562,4.201378488654312e-06
2018-12-13 00:00:00+00:00,-0.004300811135398,-0.006888937886513073,-0.002755364638464708,0.003222100584362322,-0.0065106243023580245,-0.0034593954607114994,-0.007439538658997488,-0.001875735387600679,-0.008771955725890273,0.0007253980190401393,-0.00015717818550731757,-0.004208143754974669,0.0007593560953424813,0.0009190944316781633,-0.0020841555666947435
2018-12-14 00:00:00+00:00,-0.01138964130019595,-0.00884732723429203,-0.013008071325986918,-0.027174877957287374,-0.013894920999081446,-0.026638188006713904,-0.014844201142715249,-0.019073528625230252,-0.004537083710518754,-0.004376109259900347,-0.005328526558012832,0.0004073124051842239,-0.0007154633142852667,-0.0002715093109467397,-0.0020316524195867383
2018-12-17 00:00:00+00:00,-0.010858169018756378,-0.018688880655015398,-0.023466008823685495,-0.023201713884709818,-0.014199207756335522,-0.021659429561580026,-0.012173215989577048,-0.023901434693656482,-0.022244892137631807,-0.03770712487318968,-0.034328784071531795,-0.0018035755971426495,-0.005193002051350657,0.001663446312421541,-0.0013483022236033316
2018-12-18 00:00:00+00:00,-0.002934903398812527,0.006105345494593184,-0.006886818097046531,-0.021508564019764483,-0.005862380887244713,-0.007518493260592521,-0.002740343107562685,0.003598085604676673,0.00474285907632154,0.00749471364332338,-0.0076221496194675276,0.0037835959177182047,0.0014385007175442784,-0.002645178850245718,-0.0028121435973623814
2018-12-19 00:00:00+00:00,-0.009592974856439061,-0.018569333433087216,-0.01329556916639011,-0.007912171181748213,-0.012886851268349852,-0.011975351094689909,-0.012981628582871609,-0.01501173643773957,-0.018663258520937056,-0.012960237101826557,-0.009596407314923254,-0.0055486054386244205,0.0006416098384669808,0.00165400528654828,0.0009758580189811124
2018-12-20 00:00:00+00:00,-0.015694640553196318,-0.01925632320933898,-0.015244465892378168,-0.027498623781565083,-0.010131786074068002,-0.016679174595878903,-0.009866524136282296,-0.011241082954388741,-0.009711081874253652,-0.013663380535257869,-0.00411042353019542,-0.003103680621056317,-0.0012172773188341716,0.0033727429951020127,0.00015323145112264454
2018-12-21 00:00:00+00:00,-0.02691578834906904,-0.01789124711527691,-0.015647321929972636,-0.01721854648724794,-0.020704150480789243,-0.014156552168218933,-0.019099136012099366,-0.022306513973467692,-0.009849462020562274,-0.023480047590843905,-0.023364260907174632,-0.005007988690211271,-6.507027355437703e-05,-0.0025217364844276895,-0.004010560033109333
2018-12-24 00:00:00+00:00,-0.02675516329513896,-0.01987831891273794,-0.024327216269262895,-0.042380664820045155,-0.02095126509687214,-0.025469676394359368,-0.028370970266298912,-0.029619122754979185,-0.022991614223329144,-0.03406016732474309,-0.034571728178595156,0.003127516660510302,-0.001568798683007539,-0.0020139329381049045,0.0019402940397339823
2018-12-26 00:00:00+00:00,0.037324025822727105,0.04974806999310967,0.041447110412379765,0.06950988174114835,0.050205329651051116,0.04480982684671263,0.04335175716441421,0.0435667561673647,0.04736761814941499,0.048548119015286655,0.03898500545906317,0.010984427701110251,0.0027895900981891853,0.004447399090104563,0.00222134516642451
2018-12-27 00:00:00+00:00,0.006413396444430759,0.0033017689142928737,0.0065454437457270484,0.0056822900768352955,0.010788460202731918,0.00809389671023274,0.011226587332559351,0.012126857266844896,0.008946147666815287,0.00027335705366379385,0.0046277726847440215,0.00021525953944218605,-0.00048352728227821223,-0.00027156393316715195,-0.0019190088924932393
2018-12-28 00:00:00+00:00,0.002453190381823769,-0.00015792055335361296,-0.0008870773114277935,-0.005151086162511412,-0.0017986929518371438,0.0019073489119940932,-0.0029379472382887396,0.004976546641378479,-0.0053207555303811365,0.001417112839924545,0.0011741060792498583,-0.001842755062888448,-4.8142309264586495e-05,-0.0001257601008880533,0.001744817960316165
2018-12-31 00:00:00+00:00,0.007848501896950692,0.009660248485826172,0.0068925762361469285,0.005504088019477603,0.008104093621376459,0.01325111534565441,0.00679883832328352,0.00935901309016236,0.008469301465202637,0.00047153285475538034,0.0058009750760702585,0.002458542513156315,0.0013211000095605773,-0.0006552936783211431,-0.0023564476089298885
2019-01-02 00:00:00+00:00,-0.002398540048248103,-0.0030472261312915333,-0.008633208237986571,0.019368062122429367,-0.0020951502114616256,-0.01486000238112216,0.0008290439713717681,-0.01241891423133454,-0.0024190927102683757,-0.023834947969216903,-0.01978601311855885,-0.002237675594835423,-0.0057663916535911535,-0.002448072134501361,0.003531319273529313
2019-01-03 00:00:00+00:00,-0.0036900921170589292,-0.01794693335854719,-0.006869173643327906,-0.0017928831384039108,-0.016803918562857192,-0.020482736680719673,-0.01900560061182373,-0.028162728643433502,-0.01935099720359396,0.0037111870181307407,-0.006279806926516414,-0.006774402475889758,-0.00024330846335574212,0.003324572021459459,0.0023213860116070495
2019-01-04 00:00:00+00:00,0.03748486253034366,0.030296448716139332,0.02818202551745788,0.03562957192133594,0.03418945363872127,0.031873086940018155,0.03606058391558031,0.03466673744265418,0.04120557370338008,0.017628290647032686,0.021742110336664,0.009747724375304039,-0.0010817830199474961,-0.0010144103893536896,-0.0009690207523417123
2019-01-07 00:00:00+00:00,0.007911078610068853,0.01876222232911659,0.013516522972622758,0.017240484709348126,0.00650994438089949,0.006435505791466362,0.005745785224436618,0.008322264882877219,0.007875089051399557,0.01727445927617246,0.014835658659021988,0.005673245635677986,0.0017392123625051949,0.00014397497515541055,0.00528098816109353
2019-01-08 00:00:00+00:00,0.01243707680300625,0.01664966300080634,0.01558872409133618,0.01526283070732104,0.003063973739690357,0.010282051084790439,0.008422479493826589,0.00731923841620923,0.009324847698382769,0.019034991340356102,0.01459533033142109,0.004685222515412537,0.0020080101050401755,-0.0033266835392872993,-0.002078976889202448
2019-01-09 00:00:00+00:00,0.004065423436983853,0.009292998502876411,-0.0021572456371664428,0.01281165690761983,0.004734698647356723,0.00994778445609105,0.008297937451027465,0.01359772878053671,-0.000996002274523873,0.0016990257540014562,0.0014821057221040192,0.0032833667106716945,-0.002438821063696391,-0.0020091144652988786,0.0006298027406758197
2019-01-10 00:00:00+00:00,0.007002027064160887,-0.0018347559702110775,0.007724608822893287,0.0012632394241649993,0.0010940193804603352,0.008917063010311364,0.008773235316336612,0.009931480173147066,0.00809037857675334,0.013377988417476852,0.012734496279705531,3.6641191374064094e-06,-0.0010884684945216391,-0.00023068738911172674,-0.0027606137850704543
2019-01-11 00:00:00+00:00,0.001996568384083398,0.004944665987268162,0.0025056008712562895,-0.0040124988623848334,0.0006698179189899752,0.002482963551887812,-0.0005209914639171968,0.002058878185732314,-0.0029146220631993108,0.0045432553932255254,-0.000667415557302727,-7.742260254304755e-06,-0.0008344515204179665,-0.00018197438698915597,0.0013508730295208064
2019-01-14 00:00:00+00:00,-0.0057995230424059754,-0.0061914159222737596,-0.007053515061691212,0.002753852347061163,0.00474078612049181,-0.010349740391078222,-0.002618930009259797,-0.011662820805541707,-0.010409596986890682,-0.0040013532458205,-0.017058278966407568,4.573009879674e-05,0.0013623727915193914,-0.0001400022012763714,-0.0008394996879871708
2019-01-15 00:00:00+00:00,0.008507140837887391,0.009128421614475564,0.008358752227222412,0.008745578188556476,0.010430547026620876,0.015404686097586039,-0.0008967531762911079,0.008149939096843126,-0.006305378651464065,0.010659819971427897,0.007490487958941148,0.0035431137012201935,0.004650645882955367,-0.0003760981742475143,-0.002593412584424097
2019-01-16 00:00:00+00:00,-0.0051921065779128835,-0.0048352432814622376,-0.00486754490413947,-0.005658149412985045,0.015364358310907432,0.002097170701510779,-0.00028695056391357703,-0.001973779090753679,0.002591305586976259,0.00894585284350861,0.01274334534570073,0.000557956195666593,-0.002960362400794624,6.515459415430551e-05,0.0009066448278642191
2019-01-17 00:00:00+00:00,0.002677570696652257,0.010402733155345172,0.008788345747320346,0.014278421032171112,0.004374024670074508,0.007595320827738007,0.013940074995083039,0.005021731726848087,0.01632116899545258,0.006697782017784901,0.0038891156911462,0.003391098507759991,0.0014455769837632628,-0.00020100883842455184,-0.0022027368818439926
2019-01-18 00:00:00+00:00,0.01355319523615728,0.012605213882713604,0.01886644038261417,0.016581730196209524,0.014230833156034621,0.014963043797712872,0.017778755532290608,0.017252823840830815,0.013744619814873429,0.009087717380891517,0.014489649607035408,0.0037413694233429974,-0.004437217135394386,7.049979320517006e-05,-0.0014161809370950222
2019-01-22 00:00:00+00:00,-0.016962775677891437,-0.010734781214835726,-0.01813306448570206,-0.021000610068848014,-0.011534806500858818,-0.0063336650729518326,-0.01840096261392344,-0.015943909046336902,-0.009051718609844005,-0.01085104391490284,-0.011936430401973858,-0.0072522561260421085,0.0014745477525393825,-6.749874014283345e-05,4.5054342672484334e-05
2019-01-23 00:00:00+00:00,0.0032733763381344824,0.003359919664526361,0.004777117565904574,-0.010266664596721625,0.0028150823956669987,0.0008254834065564565,-0.0022350785686290576,0.005701524916282608,-0.008386825689155216,-0.0034246359374049255,0.00929080223305134,-0.001002128233125655,0.0006092268970194299,3.127548537544342e-05,-0.0010435487440276115
2019-01-24 00:00:00+00:00,0.004426037838766152,0.003983342181870806,-0.00935078963275574,-0.004540836055010536,0.00022166871812514554,-0.00240624036877295,0.0033352576288646976,0.019638417258903626,-0.011033224409575949,0.010686797844092074,0.015195670361652156,0.0028559011764563297,-0.0056598365069237145,-0.000820712912550528,0.0011613317601666393
2019-01-25 00:00:00+00:00,0.010697588737231142,0.011105382409071392,0.007291502341143195,0.014073863823779164,0.008814855649289187,0.005735420060977443,0.010386378073415898,0.013689478811747273,0.02006260787076691,0.02045643895113222,-0.002210694011654565,0.007107833352808368,-0.0021708423297499536,0.0010060044611620907,3.024096684341216e-05
2019-01-28 00:00:00+00:00,-0.0016624564835990214,0.0008476186247316038,0.0010066702310148814,-0.008993118898305,-0.007250892832003848,-0.0074444052409014284,-0.008266800163654544,-0.004887671659947385,-0.0020610214917845177,0.0027151695445076563,-0.01339206207246141,-0.00441785714830897,-0.0013991981017242865,-0.0030450989562886854,-0.0023595471411506485
2019-01-29 00:00:00+00:00,-0.0025729862389926896,7.160744431859367e-05,-0.002735803861906478,0.008318106670611591,-0.004075755583971879,0.002695581279099074,0.01407136800537329,-0.00013163104735447792,0.00946025439345543,0.006324527241089659,0.003919565249990352,-0.003984735779603978,-0.0012078837648032605,0.001251903733109677,0.0006216839952586102
2019-01-30 00:00:00+00:00,0.006470328718241348,0.013653819245166999,0.01348595474540015,0.011828484685545843,0.002287138981259327,0.014358789587571898,0.010871641569109757,0.01597970054153067,0.008571733753188848,0.01591966334136011,0.01900839954299715,0.006212357414724363,0.00045271930824130393,0.0007833105002439772,0.0012542761979247893
2019-01-31 00:00:00+00:00,0.015448841982264075,0.004218172636998788,0.016200339947820438,0.004764221504681868,0.00538381094853284,0.008031909238395118,0.004959523903635414,0.003266029703884643,0.010715136116502655,0.008517918481270117,0.019305592847300847,0.001763562701685841,0.0022205792262338002,-0.0007418438596773134,0.0007740021419876754
2019-02-01 00:00:00+00:00,-0.001552557929470718,-0.0009946508714838162,-0.002773997385549251,0.007260413940775539,0.008036444283875979,0.0026324844893856644,0.002401575504274511,0.008286039598320161,0.0044610801159903355,-0.0027244486135705025,-0.0011543758920767048,0.0009317139255638665,-5.723393497769777e-05,1.4933800142637014e-05,0.0008400281054082636
2019-02-04 00:00:00+00:00,0.00507527853587256,0.004970432507290286,0.006136375637189002,0.007621377339402803,0.005980186426106798,-0.0008587948679963967,0.010351080519069127,0.008433876230922977,0.002631864883061515,0.007214924981945371,0.001741142291372208,0.0007913012431519167,0.0011584603162702407,-0.001567559401216677,0.0002504402435363866
2019-02-05 00:00:00+00:00,0.009188509320690038,0.007404183565546676,0.0007902878630484636,-0.0043440302326027205,0.0011080325667151383,0.004691964797350003,0.007744136855021043,0.00878638531133585,0.003966582794197414,0.006607985049382484,0.005405012291631357,0.00016218577563514508,-0.001792520030981646,0.000789655648767166,0.0009570384640790017
2019-02-06 00:00:00+00:00,-0.017262680596873435,0.003941562578584761,-0.0014637072031154481,-0.009621967623908401,-0.003958212613944232,0.0014352925241431418,0.0012229393644251137,0.010032917147277963,-0.004160731857290164,-0.009981798580923695,-0.007801716094695105,-0.002072445037986233,-0.0015109690527844325,-1.6340466843721027e-06,-0.002157498766242167
2019-02-07 00:00:00+00:00,-0.0022015000927624634,-0.00638086690881693,-0.005890033159635783,-0.021184654996609438,-0.0044952161877212,-0.015487362546403219,-0.006726121875149677,-0.0072600330400308345,-0.013018461370978958,-0.0003118252209665297,0.0007923430107373629,-0.005418390058953382,0.0025413322676926422,-0.0014980250499605702,-0.002183425421568686
2019-02-08 00:00:00+00:00,0.0036484714242016555,-0.0037920615982518675,0.003214031433055061,-0.00554090785297747,-0.0024589682973081726,-0.003784407536972581,0.0027557390086923278,0.006318287066466124,0.0017044579821180559,0.0020338182630908414,0.005259089686146352,0.0005686753464469508,0.0029185218567975083,-0.0008421578119911586,0.0001942750947224995
2019-02-11 00:00:00+00:00,-0.00857409102945574,0.003010207890744419,0.0016897182988300549,0.005987138751191343,0.003114882080928741,0.0007808557259792646,0.0062913103552517165,0.004306505456881161,0.0013708169148206229,0.004004953162431278,0.004058238608543892,0.00020167954498711988,0.001145002173795957,-0.0006956498144236199,0.003318168620798628
2019-02-12 00:00:00+00:00,0.009550659579679871,0.01396471961939256,0.010357487870538362,0.009443981495560918,0.013024933284173026,0.01335732500538318,0.0141236669478404,0.011485216557006609,0.017151614494744404,-0.000251718472608689,0.013252143954432503,0.004707565168605863,-0.001757673095666479,0.0006270525835335883,0.0004793246717095323
2019-02-13 00:00:00+00:00,0.000710472496150167,0.0030747349920003395,0.0038720278474730645,0.01398673434754148,0.0032415638459233455,0.005479580106299394,0.004146518814855463,0.0025759092233445134,-0.0016816514621868337,0.00576158779769007,-0.003362500876738082,0.0010819064180861342,-0.0018048540125378495,-0.00010987773907559396,-0.0018751695205783533
2019-02-14 00:00:00+00:00,0.005630965806354278,-0.0024042914075576055,-0.003924708884616954,0.005703020231616156,-0.0067676772021403805,-0.00042953952005831195,-0.004154861284834269,0.0023580323119160346,-0.0013366764231000988,0.00420658552825027,0.0031980660076755415,0.002085185947471699,0.0025923372395663213,-0.0006186948853909069,0.001657347982929374
2019-02-15 00:00:00+00:00,0.012824867327576843,0.010066926587154577,0.010473169680590986,0.0161680422251227,0.01793965996359724,0.015459070524952727,0.011984776810386254,0.00607117687044308,0.006635290536702336,0.005664839212522078,0.004452022321126776,0.0010524098916331367,-0.0006229578386786465,-0.001628338027134942,-0.000852213746849217
2019-02-19 00:00:00+00:00,0.004975117544534991,0.0008857827721093894,0.003221288333267092,0.008734277525610932,0.003020353051390188,-0.00029908218294586646,-0.0012222472682788157,0.003724729311651655,0.009423766066836533,0.003256061399952675,0.011921784308755517,-0.0010761293961232565,-0.0020883534008762834,-0.000291826224305894,0.0033901788747581056
