symbol,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities,Beta,Momentum,Size,ResVol
MSI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6978343186752728,-0.3457981584858231,-0.4014184777517952,0.3301314800442468
MTB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40194474407088904,0.02719876391853606,-0.8514653956198791,-0.9439333598635623
MTD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6590089629071282,-0.29615357252616303,-0.790195224985067,-0.35816935046192205
MU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.9290617340990588,7.875788528125199,3.0682946495366026,3.1689995215447584
NCLH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3576794773886687,-0.6452698493570292,-0.5470942013623392,0.9409258842897097
NDAQ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.186546344366846,-0.46511278402005163,0.5095883980772901,-0.6356587646777879
NDSN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5899115626156602,0.12866833228753577,-0.3117002520088275,-1.1666251839171768
NEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8621396377501586,5.9743801014466745e-05,0.18231375212825712,-0.9730529932528758
NEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8111253867956814,0.20679008870071988,0.1688457918058737,1.0789818366122017
NFLX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8543233768760358,-0.7440754926147637,2.040248629765346,0.19469897429359087
NI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9366818017882736,-0.17842390085096269,-0.937839325401394,-1.283713262323511
NKE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36852438049332537,-0.8626576933471608,0.16100497935857452,-0.14116337939186704
NOC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9588976181613837,-0.4069437930776239,-0.4147242680556898,-0.21529327455915623
NOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07893383761797094,-0.8234766750474464,1.0314848580449802,1.8755189960797822
NRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.258955123492401,-0.5797682463854958,-0.546930615609935,1.2351445064440312
NSC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.666947634899859,-0.11499537519927974,-0.7597901168305876,-0.7458505602190428
NTAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9645095696280233,0.5312363123204162,0.7997222550063476,0.49754518852420565
NTRS,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10888851743596685,0.2675727492126038,0.09818518659509468,-0.5837277396592944
NUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5212377112520057,0.5432944315296555,-0.5297151037025595,-0.19403510346225059
NVDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0946213790795304,-0.10027491182898254,3.0682946495366026,0.11121117545910912
NVR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3107744638765617,-0.5529088090549271,-1.436524595554212,-0.7274559380773542
NWS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.564348847662418,-0.4381018698372214,-1.0395722602590671,-0.48942915883979254
NWSA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.537569765545844,-0.41762248409251884,-0.2571569555818471,-0.5867326421596876
NXPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8831960421393195,0.1950758400010382,1.6922622320902017,0.5732934171986047
O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0634711271238244,-0.16089199396934858,-0.6795506786936848,-1.4183454539350935
ODFL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5440537485337154,0.3271731010774492,0.6532587230953865,0.18136453151563786
OKE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5027241357576664,-0.04245592729191271,-0.4227566247061465,-0.8466573068285418
OMC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27230958708136593,-0.19556733645102653,-0.6332605968102946,0.0273866397235397
ON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7716415942091146,1.0048314874678295,1.541983223577545,1.633085086374789
ORCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23359590521817422,-0.8955880473219222,1.3604209242536507,2.1217406739713156
ORLY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0312653173030406,-0.5282676134560476,1.0614321478165045,-0.22606077766479665
OTIS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.38605270940020814,-0.5185458328760156,-0.7284253236103608,-0.7669157283211635
OXY,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.04443787836195,0.031125551392118665,-0.017777973116278042,-0.7071581009325052
PANW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13813944576901757,0.8935515658241499,1.890275452393872,0.5863767813729336
PAYX,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6710161488805796,-0.6097988990489615,0.6348908478217915,0.014570820983575088
PCAR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4249450329522618,0.02597796742251777,0.6852556608220465,-0.5063864993502345
PCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7074107550591522,-0.13996837242820268,-0.9668825092771802,-0.7690344144681418
PEG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9480794675605669,-0.39359819271579904,-0.6194042285035136,-1.4347021482174722
PEP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3532628424191917,-0.26506575976688823,1.532020502769456,-1.134747602246624
PFE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.448892582044766,-0.33388438794029945,-0.045979535313186444,-0.844637733463695
PFG,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1219167130696516,0.3020345335154689,-0.12926639030828363,-0.90312761405948
PG,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1728528995874101,-0.32099698395058895,0.3687873255820111,-1.2239362039873916
PGR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4684003418229006,-0.3545983830053438,-0.2819029370553588,-0.22698049134188727
PH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16988072173114757,0.10160216767624776,-0.16482731727305977,-0.7979263894304732
PHM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2796554077214914,-0.27804306530543693,-1.060282114583299,-0.39605601234546783
PKG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33412703851449377,-0.08773885700876266,-1.1613728089330773,-0.29666719329467656
PLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.11833555493344247,0.12000125826338913,-0.32574295161979666,-0.953318586743823
PLTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1054554509343515,-0.6129605441913757,2.3203947237305713,1.5326174823583945
PM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4300032557201414,-0.1161894992018958,0.05724658987555178,-0.4364594977115414
PNC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009499579557943482,0.10248319926653349,-0.5465161369241277,-1.0601818680175625
PNR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9444033825205322,-0.6958620043512742,-1.035226788660292,-0.192396601297948
PNW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.3507668818564789,-0.07995103784441485,-1.487824074972722,-1.2596122693906129
PODD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07230425033426957,-0.890945443260815,0.11437761379741901,0.999983362920962
PPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7246475910819768,-0.19826274917913003,-1.005623184266338,-0.5300553086634592
PPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1338127158582416,-0.2943824039779859,-0.8360904141800072,-1.4072964286822756
PRU,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009631047721737082,-0.17880531805176572,-1.1435463377882231,-0.9833646360987562
PSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.10068643370897838,-0.13054816885556697,-0.7274767626985864,-1.0116522593476862
PSKY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994230449386806,-0.5035922573413013,-0.6747893066221893,2.4340289430787605
PSX,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.440248828890735,0.41567429673893247,-0.3968629834126345,-0.7434654741601615
PTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.25813975933749744,-0.8660772098881294,0.19152420001448853,0.8035597056761179
PWR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4381924321256209,0.6268964631627535,0.1745921548247162,0.6707491201643128
PYPL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6740827781393136,-0.7569764814910155,1.0798210606979952,0.6018478065461295
Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1617178219625046,0.2594334826973094,-0.7456234793252773,1.1659576794061601
QCOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8913744545105078,0.06694243839938481,2.3556973388457925,1.3321611667851339
RCL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7450864400850385,-0.4338756438244428,0.11404019536003168,0.5363512319063706
REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0260141066982538,-0.1939813476584813,-0.15806176689391366,-1.2721143629168863
REGN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.44514410965842205,-0.08857713699498236,0.9566011747198812,-0.0065414112884419895
RF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49555994080858873,-0.052408457778984376,-0.6271221924737499,-0.9475345047142849
RJF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08077962145035059,-0.312049707228824,-1.0507123268766034,-0.7199415412468605
RL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8777588904033098,0.07423107861034893,-0.7674385749609584,-0.21244458889555742
RMD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.038742805857831644,-0.6698905933528666,-0.888460691910842,-0.3242855054747058
ROK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1809790989457645,0.1149170521162088,-0.5518464299094222,-0.3625559723579105
ROL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9478227516913293,-0.5998636321516202,-0.8663121773143166,0.3032014016918976
ROP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5272718343518223,-0.7532422651457426,0.6001576766481125,0.7994795533128243
ROST,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4171317841799903,0.4052161180401776,1.073670469380523,-0.612099397635239
RSG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2475210712306402,-0.3712328280169685,-0.6407370197887038,-0.4190389405263142
RTX,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5668829446234668,0.02975175618650734,0.12996428354212486,-0.388797041160691
RVTY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8002866669296607,0.007529786590436005,-1.154258482864487,0.2706954813561904
SBAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9574989366583977,-0.5103928167752182,-0.003384891936074149,0.17766008776317682
SBUX,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20510576759056487,-0.1006498951610751,1.163878763497185,-0.39089866853664984
SCHW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6820422164025093,-0.23532215860260552,0.3961998691760812,-0.7368651416640563
SHW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4862731713613279,-0.382987440912119,-0.026888575485733743,-0.643974381003856
SJM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0016946994695,-0.2687410771521298,-1.1981560960327993,-0.5417838937526316
SLB,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1392517454474085,0.25286590742493054,0.05435466120415618,-0.10262458967348188
SMCI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.020172762066913,-0.8535137812801369,1.329841445387893,3.1689995215447584
SNA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.017425350280646106,0.02914550985329612,-1.3369962196760539,-1.119204552945473
SNDK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.020172762066913,7.875788528125199,3.0682946495366026,3.1689995215447584
SNPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0926054468687156,-0.7057456593467093,1.1763481451456042,1.2774855214583265
SO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4642429712033227,-0.29021219755693256,-0.19167708839861974,-1.407606264795044
SOLV,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35803438607827653,-0.25161785433800216,-1.4015281007004379,-0.2469029502021918
SPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3547477744875763,0.08919351251015015,-0.6590305080640565,-1.289700015793214
SPGI,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42507673064514456,-0.6165758122257228,0.1423299688873916,-0.4628326635639058
SRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8289129176638277,-0.0839712640399744,-0.6738415414598145,-1.2695830969556539
STE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22506023156303379,-0.3873608236244696,-1.0872137685710734,-0.6579664357208888
STLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8165097964423865,0.8253789239878334,0.41794626810638036,0.08393582049933726
STT,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28167960355819527,0.5106922554872935,-0.6427192989555821,-0.6703618794175717
STX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8822534872966691,6.0960284927832324,1.9843428559116825,2.719125876478265
STZ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6253379363409821,-0.6156347718198407,-0.6440377536285953,-0.3103468990042266
SW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7016277735186456,-0.36443369449210716,-0.5899592565087529,0.3245945407244317
SWK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.263436766106249,0.018612307869115906,-1.167427034127257,-0.11949931387966965
SWKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6709216580238582,-0.5277644967617413,0.7112527403724843,1.0065606298959613
SYF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7885920601751346,-0.33195448953016776,-0.44953565662522144,-0.5337502288610851
SYK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.32514457546663333,-0.4894100508300428,0.0639936712946677,-0.6513599996626946
SYY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5823268090815638,-0.23612466967249177,-0.7695304921028826,-0.36382909187913015
T,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5535349030939931,-0.6199314311855032,0.30356806527305963,-0.20136997264449638
TAP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8929920964226647,-0.5787710654237828,-1.1386691586670512,-0.608429999910026
TDG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.10451237804605192,-0.4211502141136282,-0.17355035048791614,-0.2732846657670185
TDY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.386255912712539,-0.11023288311029801,-0.9629013327384917,0.00046637010664404334
TECH,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2931189263427023,0.11653580234922355,0.08475205951471365,1.0173992522512256
TEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.19745327566441,-0.33209312910096983,-0.2979689694740589,0.010053106780720685
TER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.020172762066913,2.748799218945178,1.6220120295156963,2.6515001850781337
TFC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41331495058549633,-0.11144153416262018,-0.3300677551023839,-0.9797293316653707
TGT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07357797303713075,0.08762809072015375,-0.04816515093375279,-0.30590866231360553
TJX,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0549009744290316,-0.046365534660144425,-0.041002173329986895,-0.7038603652735974
TKO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23598808650982472,-0.04991102353114919,-0.7023554971504373,0.03145215588122045
TMO,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.24763249216489305,-0.16963124840575552,0.33408505400176336,-0.5014325445858885
TMUS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7691451000192457,-0.6044054114127606,1.3387948409851,0.05815095576422113
TPL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20101234537089135,0.04677831223523272,-1.2437660553444327,0.9282463572201487
TPR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1758005866543921,0.04693381481339487,-0.7447149412280714,0.42325154121496333
TRGP,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.226106463449379,0.6150440601023723,-0.6461836636014089,-0.7040685008828275
TRMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0421525983414384,-0.7843900404050743,0.01078316050384354,0.13246908933969828
TROW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24180384764139062,-0.17299531298341184,0.31155296969503665,-0.7910266173755923
TRV,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8462364590624611,0.04440432365881902,-0.24285319727415966,-0.6531726995526053
TSCO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14246059893667726,-0.9686920032064836,0.47800743778659877,-0.021762591645470435
TSLA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885434009478031,0.07379761971637322,3.0682946495366026,1.1396112626685062
TSN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8788096112665625,-0.21683085994948453,-1.1584155453975957,-0.5448734881719378
TT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0659644405468427,-0.1726825551348203,-0.07648420433560743,-0.6391250255778487
TTD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9662282998017341,-1.3412936518159253,0.4274745744502488,3.0504792204618316
TTWO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6182103977830276,-0.14801347808463403,0.915047969229521,0.06253113632790082
TXN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.364026032703488,0.5547463326428935,2.0940243458632497,0.4717484152562968
TXT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3500933492732968,-0.10452932821229713,-1.3445478239512871,-0.6442650377397735
TYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4309775132194046,-0.9434472568063363,-0.8140510132259716,1.3706226915601885
UAL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.332356412507398,0.2796110635877538,0.8286001187068953,0.7770621083369468
UBER,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.011140717258604363,-0.549625881482009,0.6432635114360844,0.33310413137710476
UDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.41408955125371744,-0.2570246932161229,-1.1432984216977566,-1.2112077352086448
UHS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7622193506808075,-0.38226976678480107,-1.104556794095272,0.31041825358366765
ULTA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12259446869895194,-0.4451480988986207,0.43556076467806165,0.1410707213548599
UNH,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2429064030934353,0.6184798539475905,0.8901027568449017,0.30453956765395074
UNP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.45522823296665293,0.04344364145384015,0.03783742115964221,-0.7483256787037893
UPS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39537405171968426,0.05124904329541504,-0.08188164255242346,-0.39675939843407815
URI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8600710440602418,0.011330990286112542,-0.283903790725103,0.21222702943765615
USB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20650691167766957,0.1865762826935674,-0.1312153568124176,-1.1601148502299292
V,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6424584509330784,-0.26714253354244993,0.9771827051932493,-1.0180761013889854
VEEV,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5520559894690684,-0.7430192149271613,-0.4355875968328901,0.7605637200505552
VICI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7800408363737288,-0.5914614889004256,-0.9927893983720589,-1.3818608168985016
VLO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5252920870424556,1.1259482843330695,0.08582870585179214,-0.2877904975583005
VLTO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.34758129985506064,-0.4920497350867303,-0.9893315619939294,-0.34878266872911173
VMC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3221542255416011,-0.2958661774292803,-0.4891117788844656,-0.4244554780849879
VRSK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.169454009447582,-0.6807001792588019,0.5338397965625691,0.5819252280509427
VRSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0699042069786886,-0.2886949156148813,0.22368694212913176,0.8032250625818015
VRT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5427036540540477,1.4364856733208105,0.7646609522723545,2.6023232519292234
VRTX,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.474957220591847,0.13646192119583642,1.1230469811959625,-0.3684977378260148
VST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42620868610943813,-0.6474543722536569,0.11250995276996202,1.2475238563696485
VTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.6475783026200774,0.15593445341713097,-0.41421205556141766,-0.6963606990407486
VTRS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21228870644327016,0.8292905277791194,-0.11710728003837752,-0.028010811591393434
VZ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.387288636956541,-0.3028614846583638,0.25045777481015125,-0.24515113022544835
WAB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4401829105172004,0.1911106327772549,-1.0123231714964045,-0.7620069232854119
WAT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5612455254762717,0.11770602721110952,-0.5637465444170597,0.11766718823964797
WBD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020545297115267505,1.1114141707726866,0.706576180424703,1.604745359562587
WDAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.23319428064640865,-0.8184243918334313,1.025029720147019,1.804075003711425
WDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4966910889835408,7.875788528125199,2.199257810441732,3.1689995215447584
